File,DATA11.txt
Date/Time,17-06-28/00:27

Center,1556.05,nm
Span,104.3,nm
Start,1503.9,nm
Stop,1608.2,nm
Value in Air
Resolution,0.1,nm
Act-Res,0.095,nm
VBW,1000,Hz
Pt_Avg,10
Smooth,9,pt
Smplg,501,pt
Opt.ATT,Off
Dynamic Range,High
Normal



Trace,A
Memory,A
Start,1503.9,nm
Stop,1608.2,nm
1503.9,0.1534E-6,1.0000E-12
1504.1086,0.1559E-6,1.0000E-12
1504.3172,0.1574E-6,1.0000E-12
1504.5258,0.1581E-6,1.0000E-12
1504.7344,0.1591E-6,1.0000E-12
1504.943,0.1589E-6,1.0000E-12
1505.1516,0.1569E-6,1.0000E-12
1505.3602,0.1568E-6,1.0000E-12
1505.5688,0.1566E-6,1.0000E-12
1505.7774,0.1554E-6,1.0000E-12
1505.986,0.1536E-6,1.0000E-12
1506.1946,0.1530E-6,1.0000E-12
1506.4032,0.1534E-6,1.0000E-12
1506.6118,0.1519E-6,1.0000E-12
1506.8204,0.1516E-6,1.0000E-12
1507.029,0.1538E-6,1.0000E-12
1507.2376,0.1525E-6,1.0000E-12
1507.4462,0.1502E-6,1.0000E-12
1507.6548,0.1518E-6,1.0000E-12
1507.8634,0.1488E-6,1.0000E-12
1508.072,0.1465E-6,1.0000E-12
1508.2806,0.1411E-6,1.0000E-12
1508.4892,0.1374E-6,1.0000E-12
1508.6978,0.1347E-6,1.0000E-12
1508.9064,0.1303E-6,1.0000E-12
1509.115,0.1242E-6,1.0000E-12
1509.3236,0.1233E-6,1.0000E-12
1509.5322,0.1183E-6,1.0000E-12
1509.7408,0.1154E-6,1.0000E-12
1509.9494,0.1131E-6,1.0000E-12
1510.158,0.1120E-6,1.0000E-12
1510.3666,0.1095E-6,1.0000E-12
1510.5752,0.1057E-6,1.0000E-12
1510.7838,0.1022E-6,1.0000E-12
1510.9924,0.9975E-7,1.0000E-12
1511.201,0.9261E-7,1.0000E-12
1511.4096,0.8578E-7,1.0000E-12
1511.6182,0.8174E-7,1.0000E-12
1511.8268,0.7536E-7,1.0000E-12
1512.0354,0.6890E-7,1.0000E-12
1512.244,0.6373E-7,1.0000E-12
1512.4526,0.5632E-7,1.0000E-12
1512.6612,0.5286E-7,1.0000E-12
1512.8698,0.4692E-7,1.0000E-12
1513.0784,0.4272E-7,1.0000E-12
1513.287,0.3981E-7,1.0000E-12
1513.4956,0.3403E-7,1.0000E-12
1513.7042,0.3173E-7,1.0000E-12
1513.9128,0.2678E-7,1.0000E-12
1514.1214,0.2432E-7,1.0000E-12
1514.33,0.2218E-7,1.0000E-12
1514.5386,0.1830E-7,1.0000E-12
1514.7472,0.1864E-7,1.0000E-12
1514.9558,0.1666E-7,1.0000E-12
1515.1644,0.1372E-7,1.0000E-12
1515.373,0.1211E-7,1.0000E-12
1515.5816,0.5393E-8,1.0000E-12
1515.7902,0.1045E-7,1.0000E-12
1515.9988,0.6756E-8,1.0000E-12
1516.2074,0.8396E-8,1.0000E-12
1516.416,0.8340E-8,1.0000E-12
1516.6246,0.6086E-8,1.0000E-12
1516.8332,0.2365E-8,1.0000E-12
1517.0418,0.1444E-8,1.0000E-12
1517.2504,0.4975E-9,1.0000E-12
1517.459,0.6246E-8,1.0000E-12
1517.6676,0.3962E-8,1.0000E-12
1517.8762,0.5035E-8,1.0000E-12
1518.0848,0.1324E-7,1.0000E-12
1518.2934,0.1353E-7,1.0000E-12
1518.502,0.1799E-7,1.0000E-12
1518.7106,0.2366E-7,1.0000E-12
1518.9192,0.2679E-7,1.0000E-12
1519.1278,0.2991E-7,1.0000E-12
1519.3364,0.3483E-7,1.0000E-12
1519.545,0.3784E-7,1.0000E-12
1519.7536,0.4344E-7,1.0000E-12
1519.9622,0.4847E-7,1.0000E-12
1520.1708,0.5398E-7,1.0000E-12
1520.3794,0.6147E-7,1.0000E-12
1520.588,0.6634E-7,1.0000E-12
1520.7966,0.7050E-7,1.0000E-12
1521.0052,0.7918E-7,1.0000E-12
1521.2138,0.8451E-7,1.0000E-12
1521.4224,0.9023E-7,1.0000E-12
1521.631,0.9507E-7,1.0000E-12
1521.8396,0.1007E-6,1.0000E-12
1522.0482,0.1081E-6,1.0000E-12
1522.2568,0.1133E-6,1.0000E-12
1522.4654,0.1230E-6,1.0000E-12
1522.674,0.1327E-6,1.0000E-12
1522.8826,0.1397E-6,1.0000E-12
1523.0912,0.1496E-6,1.0000E-12
1523.2998,0.1581E-6,1.0000E-12
1523.5084,0.1668E-6,1.0000E-12
1523.717,0.1757E-6,1.0000E-12
1523.9256,0.1828E-6,1.0000E-12
1524.1342,0.1909E-6,1.0000E-12
1524.3428,0.1971E-6,1.0000E-12
1524.5514,0.2045E-6,1.0000E-12
1524.76,0.2133E-6,1.0000E-12
1524.9686,0.2203E-6,1.0000E-12
1525.1772,0.2277E-6,1.0000E-12
1525.3858,0.2342E-6,1.0000E-12
1525.5944,0.2404E-6,1.0000E-12
1525.803,0.2466E-6,1.0000E-12
1526.0116,0.2549E-6,1.0000E-12
1526.2202,0.2610E-6,1.0000E-12
1526.4288,0.2699E-6,1.0000E-12
1526.6374,0.2749E-6,1.0000E-12
1526.846,0.2820E-6,1.0000E-12
1527.0546,0.2880E-6,1.0000E-12
1527.2632,0.2939E-6,1.0000E-12
1527.4718,0.2997E-6,1.0000E-12
1527.6804,0.3067E-6,1.0000E-12
1527.889,0.3104E-6,1.0000E-12
1528.0976,0.3167E-6,1.0000E-12
1528.3062,0.3202E-6,1.0000E-12
1528.5148,0.3245E-6,1.0000E-12
1528.7234,0.3247E-6,1.0000E-12
1528.932,0.3264E-6,1.0000E-12
1529.1406,0.3277E-6,1.0000E-12
1529.3492,0.3304E-6,1.0000E-12
1529.5578,0.3298E-6,1.0000E-12
1529.7664,0.3295E-6,1.0000E-12
1529.975,0.3301E-6,1.0000E-12
1530.1836,0.3280E-6,1.0000E-12
1530.3922,0.3279E-6,1.0000E-12
1530.6008,0.3288E-6,1.0000E-12
1530.8094,0.3263E-6,1.0000E-12
1531.018,0.3225E-6,1.0000E-12
1531.2266,0.3168E-6,1.0000E-12
1531.4352,0.3124E-6,1.0000E-12
1531.6438,0.3080E-6,1.0000E-12
1531.8524,0.3018E-6,1.0000E-12
1532.061,0.2959E-6,1.0000E-12
1532.2696,0.2900E-6,1.0000E-12
1532.4782,0.2849E-6,1.0000E-12
1532.6868,0.2795E-6,1.0000E-12
