File,DATA15.txt
Date/Time,17-06-28/00:32

Center,1556.05,nm
Span,104.3,nm
Start,1503.9,nm
Stop,1608.2,nm
Value in Air
Resolution,0.1,nm
Act-Res,0.095,nm
VBW,1000,Hz
Pt_Avg,10
Smooth,9,pt
Smplg,501,pt
Opt.ATT,Off
Dynamic Range,High
Normal



Trace,A
Memory,A
Start,1503.9,nm
Stop,1608.2,nm
1503.9,0.6913E-7,1.0000E-12
1504.1086,0.6747E-7,1.0000E-12
1504.3172,0.6653E-7,1.0000E-12
1504.5258,0.6701E-7,1.0000E-12
1504.7344,0.6561E-7,1.0000E-12
1504.943,0.6340E-7,1.0000E-12
1505.1516,0.6152E-7,1.0000E-12
1505.3602,0.5925E-7,1.0000E-12
1505.5688,0.5788E-7,1.0000E-12
1505.7774,0.5475E-7,1.0000E-12
1505.986,0.5405E-7,1.0000E-12
1506.1946,0.5349E-7,1.0000E-12
1506.4032,0.4902E-7,1.0000E-12
1506.6118,0.4648E-7,1.0000E-12
1506.8204,0.4376E-7,1.0000E-12
1507.029,0.4202E-7,1.0000E-12
1507.2376,0.4032E-7,1.0000E-12
1507.4462,0.3556E-7,1.0000E-12
1507.6548,0.3240E-7,1.0000E-12
1507.8634,0.2825E-7,1.0000E-12
1508.072,0.2199E-7,1.0000E-12
1508.2806,0.1920E-7,1.0000E-12
1508.4892,0.1526E-7,1.0000E-12
1508.6978,0.1251E-7,1.0000E-12
1508.9064,0.1178E-7,1.0000E-12
1509.115,0.8308E-8,1.0000E-12
1509.3236,0.6890E-8,1.0000E-12
1509.5322,0.5741E-8,1.0000E-12
1509.7408,0.2796E-8,1.0000E-12
1509.9494,0.6056E-8,1.0000E-12
1510.158,0.6254E-9,1.0000E-12
1510.3666,0.4331E-8,1.0000E-12
1510.5752,0.7923E-8,1.0000E-12
1510.7838,0.4158E-8,1.0000E-12
1510.9924,0.5011E-8,1.0000E-12
1511.201,0.4572E-8,1.0000E-12
1511.4096,0.2423E-8,1.0000E-12
1511.6182,0.1020E-7,1.0000E-12
1511.8268,0.2814E-8,1.0000E-12
1512.0354,0.8745E-8,1.0000E-12
1512.244,0.1072E-7,1.0000E-12
1512.4526,0.1204E-7,1.0000E-12
1512.6612,0.7093E-8,1.0000E-12
1512.8698,0.1812E-7,1.0000E-12
1513.0784,0.8086E-8,1.0000E-12
1513.287,0.8428E-8,1.0000E-12
1513.4956,0.2691E-7,1.0000E-12
1513.7042,0.3096E-7,1.0000E-12
1513.9128,0.3383E-7,1.0000E-12
1514.1214,0.3864E-7,1.0000E-12
1514.33,0.4129E-7,1.0000E-12
1514.5386,0.4490E-7,1.0000E-12
1514.7472,0.4621E-7,1.0000E-12
1514.9558,0.4984E-7,1.0000E-12
1515.1644,0.5413E-7,1.0000E-12
1515.373,0.6060E-7,1.0000E-12
1515.5816,0.6481E-7,1.0000E-12
1515.7902,0.7107E-7,1.0000E-12
1515.9988,0.7749E-7,1.0000E-12
1516.2074,0.8364E-7,1.0000E-12
1516.416,0.8864E-7,1.0000E-12
1516.6246,0.9729E-7,1.0000E-12
1516.8332,0.1024E-6,1.0000E-12
1517.0418,0.1111E-6,1.0000E-12
1517.2504,0.1162E-6,1.0000E-12
1517.459,0.1247E-6,1.0000E-12
1517.6676,0.1334E-6,1.0000E-12
1517.8762,0.1350E-6,1.0000E-12
1518.0848,0.1391E-6,1.0000E-12
1518.2934,0.1495E-6,1.0000E-12
1518.502,0.1563E-6,1.0000E-12
1518.7106,0.1649E-6,1.0000E-12
1518.9192,0.1728E-6,1.0000E-12
1519.1278,0.1792E-6,1.0000E-12
1519.3364,0.1854E-6,1.0000E-12
1519.545,0.1902E-6,1.0000E-12
1519.7536,0.1979E-6,1.0000E-12
1519.9622,0.2075E-6,1.0000E-12
1520.1708,0.2126E-6,1.0000E-12
1520.3794,0.2149E-6,1.0000E-12
1520.588,0.2201E-6,1.0000E-12
1520.7966,0.2239E-6,1.0000E-12
1521.0052,0.2295E-6,1.0000E-12
1521.2138,0.2335E-6,1.0000E-12
1521.4224,0.2394E-6,1.0000E-12
1521.631,0.2458E-6,1.0000E-12
1521.8396,0.2483E-6,1.0000E-12
1522.0482,0.2480E-6,1.0000E-12
1522.2568,0.2540E-6,1.0000E-12
1522.4654,0.2556E-6,1.0000E-12
1522.674,0.2567E-6,1.0000E-12
1522.8826,0.2568E-6,1.0000E-12
1523.0912,0.2607E-6,1.0000E-12
1523.2998,0.2623E-6,1.0000E-12
1523.5084,0.2605E-6,1.0000E-12
1523.717,0.2587E-6,1.0000E-12
1523.9256,0.2573E-6,1.0000E-12
1524.1342,0.2523E-6,1.0000E-12
1524.3428,0.2510E-6,1.0000E-12
1524.5514,0.2498E-6,1.0000E-12
1524.76,0.2496E-6,1.0000E-12
1524.9686,0.2465E-6,1.0000E-12
1525.1772,0.2423E-6,1.0000E-12
1525.3858,0.2415E-6,1.0000E-12
1525.5944,0.2398E-6,1.0000E-12
1525.803,0.2395E-6,1.0000E-12
1526.0116,0.2387E-6,1.0000E-12
1526.2202,0.2351E-6,1.0000E-12
1526.4288,0.2310E-6,1.0000E-12
1526.6374,0.2249E-6,1.0000E-12
1526.846,0.2184E-6,1.0000E-12
1527.0546,0.2146E-6,1.0000E-12
1527.2632,0.2110E-6,1.0000E-12
1527.4718,0.2050E-6,1.0000E-12
1527.6804,0.1985E-6,1.0000E-12
1527.889,0.1943E-6,1.0000E-12
1528.0976,0.1904E-6,1.0000E-12
1528.3062,0.1838E-6,1.0000E-12
1528.5148,0.1812E-6,1.0000E-12
1528.7234,0.1756E-6,1.0000E-12
1528.932,0.1674E-6,1.0000E-12
1529.1406,0.1574E-6,1.0000E-12
1529.3492,0.1529E-6,1.0000E-12
1529.5578,0.1465E-6,1.0000E-12
1529.7664,0.1380E-6,1.0000E-12
1529.975,0.1283E-6,1.0000E-12
1530.1836,0.1221E-6,1.0000E-12
1530.3922,0.1148E-6,1.0000E-12
1530.6008,0.1093E-6,1.0000E-12
1530.8094,0.1012E-6,1.0000E-12
1531.018,0.9761E-7,1.0000E-12
1531.2266,0.8999E-7,1.0000E-12
1531.4352,0.8213E-7,1.0000E-12
1531.6438,0.7526E-7,1.0000E-12
1531.8524,0.7157E-7,1.0000E-12
1532.061,0.6744E-7,1.0000E-12
1532.2696,0.6194E-7,1.0000E-12
1532.4782,0.5595E-7,1.0000E-12
1532.6868,0.5336E-7,1.0000E-12
